RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,u_uid,r_rid
16443,3281,117961,118225,120041,119093,120324,119095,119096,4755,604
40531,53010,118752,119070,118042,118563,118563,270488,118565,4834,836
43717,54290,119301,119302,119303,117905,117906,290919,117908,4835,2133
15679,46104,117961,118327,120559,120988,304465,118643,120989,540,580
29951,5060,117961,117962,118791,122022,255097,119221,122024,4836,3320
42085,17598,117961,118300,118631,307024,132719,118331,118332,1167,106
74995,51781,119280,119281,118623,118995,136748,292795,118997,1518,696
78877,1140,117961,117962,118352,117905,240983,290919,117908,4837,3321
23965,4729,117961,118300,118301,118054,118443,117887,118055,4126,386
15714,20543,118169,118170,118556,280788,155276,292795,119082,4838,367
78178,83254,247952,118164,117878,117899,117899,19721,117900,4839,3322
20231,4278,117961,118300,120059,118274,135140,292795,118276,4840,2166
18394,55743,117961,118300,28618,120690,127922,290919,120692,4841,267
105470,69502,118658,118659,123606,127723,120319,118643,127725,4842,3323
75477,2825,117961,118386,118896,121414,121715,118704,121416,4843,711
16191,4589,117961,118327,120383,117905,240983,290919,117908,390,1253
36050,2612,117961,118386,123901,117905,117906,290919,117908,92,2618
34950,2631,117961,118327,120624,118784,123644,290919,118786,4844,271
13878,12264,117929,117940,117941,117879,281735,19721,117880,2926,36
39518,19857,117929,117940,117941,117885,117913,117887,117888,4845,181
33249,82613,117961,118300,119984,118890,311441,118398,118892,3324,1142
972,4932,117961,118225,119824,123737,147851,118960,123738,220,1000
25993,5701,117961,118052,120709,120097,174445,270488,120099,3731,6
20294,71555,117916,118011,117912,117879,117897,19721,117880,4846,368
74164,4533,117961,118343,118700,118321,117906,290919,118322,1388,1209
74995,34064,117961,118386,118746,118321,117906,290919,118322,2353,696
39324,7411,117961,118386,118746,118451,152307,118453,118454,1303,2868
25565,19718,117961,117962,119223,122269,122270,118643,122271,4847,582
75834,23200,117961,118343,123125,118784,117906,290919,118786,558,143
75213,44062,117961,117962,118910,118784,117906,290919,118786,1745,3324
80638,2343,119691,119692,118635,122967,311441,119695,122969,496,1703
30356,3558,117902,117903,118042,118043,157256,270488,118046,4848,3325
42085,16052,118887,118888,118825,118728,306088,118295,118730,4193,106
34735,5409,117961,118343,119993,117905,240983,290919,117908,3991,3326
90526,4740,117961,118446,124170,123067,300044,118398,123068,3668,282
75834,16682,119596,119597,120026,118293,118294,118295,118296,4849,143
34133,23185,117961,118327,4674,118685,311622,308574,118687,2629,3327
90523,85475,117961,118300,123472,122022,150273,119221,122024,996,3328
26918,873,117961,118413,120526,118685,279443,308574,118687,4850,3330
42654,22835,117961,117969,19666,118396,236551,118398,118399,2386,2240
34950,59347,117961,118327,118320,118321,118448,290919,118322,2775,271
42362,46104,117961,118327,120559,120618,304465,118643,120619,3057,1605
15031,7344,117961,118225,120663,123648,147738,120518,123650,2320,3331
72444,189,117961,118413,121639,118321,117906,290919,118322,3452,3332
38860,16900,118256,118257,118623,118274,286106,292795,118276,4851,88
15356,16830,117961,118327,119830,120773,118959,118960,120774,3396,550
4675,71391,117961,118386,118522,133306,136011,118205,133308,4852,10
13878,16850,117961,118225,119092,120591,120592,119095,120593,1334,36
45100,13857,118212,118580,118360,120632,120633,118131,120634,4853,3333
39449,49436,118717,118718,119703,117885,119704,117887,117888,4854,2049
40867,52194,117961,118052,126137,126138,126139,124136,126140,4104,57
14354,102646,117926,118124,117941,117879,117886,19721,117880,4177,34
18418,23103,118290,118291,119136,119137,122050,118474,119139,2167,320
1281,16225,117961,117962,122059,120690,120690,290919,120692,3796,390
102304,77495,118192,118193,117895,118568,281735,19721,118570,719,3334
15720,6879,117902,118041,120323,119093,119094,119095,119096,2219,989
3853,70130,118595,118596,81476,118826,158101,118424,118828,1392,75
91176,2296,117961,118413,277693,123737,127475,118960,123738,2159,1049
80218,70056,117961,118225,118403,118777,279443,308574,118779,242,3335
6977,2109,118219,118220,120694,124886,215880,118643,124888,2817,39
38482,8293,119740,119741,117895,117885,117913,117887,117888,4855,291
5729,5657,117961,118300,121176,118321,117906,290919,118322,1899,3337
4675,71387,117961,118386,118522,118784,121873,290919,118786,2652,10
1020,112304,127044,127045,118821,118636,293990,118638,118639,4856,22
15365,50997,91261,118026,118202,119962,168365,118205,119964,13,1446
86296,70062,117961,118386,118746,118321,117906,290919,118322,527,3338
23181,4293,117876,117877,117878,117879,117879,19721,117880,4857,1074
39373,7520,117961,118343,124725,118784,117906,290919,118786,2394,3339
73787,7935,117961,118052,120539,118321,117906,290919,118322,2366,2370
45185,46830,117929,117940,117941,118568,140630,19721,118570,4207,993
44722,5409,117961,118343,119993,118321,117906,290919,118322,1049,585
4675,8487,117961,118327,118320,118321,118448,290919,118322,2949,10
25894,111936,117961,118300,118783,118784,117906,290919,118786,352,3340
78925,15791,117961,118225,120663,118777,279443,308574,118779,1743,1576
32642,3464,118573,118574,118042,118043,118043,270488,118046,4858,829
28294,46704,91261,118026,118202,117905,117906,290919,117908,1331,245
75834,7369,117961,118386,118896,118321,117906,290919,118322,922,143
80681,4343,117961,118343,118660,307024,132719,118331,118332,2903,3341
39419,5113,117961,118300,119890,119433,133686,118424,119435,4859,3342
45192,4496,117961,118225,120551,117905,117906,290919,117908,3010,3168
39393,7389,117961,118386,118746,118451,152307,118453,118454,1051,2719
45300,4031,117961,118300,120026,118422,239205,118424,118425,1769,990
23921,3843,117961,118413,120370,118784,237727,290919,118786,1505,28
77988,2299,117961,117962,119223,121594,127596,4673,121596,4861,3343
3853,51761,117961,118413,120370,118321,117906,290919,118322,4862,75
1020,2349,117961,119715,118501,117905,290919,290919,117908,4863,22
704,7370,117961,118413,118481,118321,117906,290919,118322,1767,611
79092,4740,117961,118446,124170,123067,300044,118398,123068,3668,156
79092,5089,117961,118300,118514,120516,123107,120518,120519,4864,156
37639,56496,118126,118237,117895,117879,117897,19721,117880,4865,1429
34628,1065,117961,118327,121589,118641,118842,118643,118644,2092,286
42085,46511,117961,118300,118597,118054,120514,117887,118055,4866,106
34432,6482,117961,118052,118992,118321,118448,290919,118322,3612,3345
4650,7553,117961,118225,118403,117905,240983,290919,117908,1368,1876
37942,17002,5110,117954,117895,118568,281735,19721,118570,4083,177
25570,5524,117961,118343,118514,118321,290919,290919,118322,2744,461
45300,5604,117961,118343,119598,118636,235245,118638,118639,2687,990
80715,6199,117961,118225,120663,118321,117906,290919,118322,2071,3346
115013,4743,119062,130600,120663,120773,118959,118960,120774,4867,3347
80308,15894,117961,118052,120304,307024,311622,118331,118332,4132,3348
34982,5030,117961,118343,120126,120497,309858,118424,120499,4868,1974
79000,5665,117890,118102,117878,120628,278014,118131,120629,4869,1215
42769,7459,5110,117954,122672,118685,125511,308574,118687,4870,3349
15805,18680,91261,118026,118202,117905,117906,290919,117908,1867,97
35000,866,117961,118413,120526,118451,132777,118453,118454,4871,3350
70484,18220,117961,118052,118867,117905,117906,290919,117908,1134,2750
35267,16687,119134,119135,120054,118702,303995,118704,118705,4872,3351
28149,64715,91261,118026,118317,117905,117906,290919,117908,4873,56
31402,195311,119301,119302,119303,118784,233216,290919,118786,1535,3352
80381,2270,117961,118413,277693,118777,279443,308574,118779,2830,671
35499,3745,117961,118300,118360,124435,118362,118363,124436,2204,1182
1020,16642,117961,118300,81476,118321,117906,290919,118322,4874,22
1020,18029,117961,118343,125872,179731,173333,117887,117973,4875,22
44655,3811,120864,121013,118395,118396,269406,118398,118399,154,1294
15064,34375,117961,117969,117970,179731,119111,117887,117973,4876,254
43645,1812,117961,118413,122007,120690,301430,290919,120692,2401,3353
42031,119350,117961,118386,118522,129561,134045,3130,129563,1112,64
18475,2071,117961,117962,118501,122551,139302,118762,122552,4877,3354
33261,7001,117961,118327,118933,121594,127596,4673,121596,1005,3355
40855,7560,117961,118300,119195,117905,117906,290919,117908,2489,3356
41279,7014,117961,118446,119961,118259,125889,290919,118261,4279,1932
36551,27886,118084,118085,117884,118568,281735,19721,118570,4879,3358
75338,8508,119402,119403,117895,117896,117913,117887,117898,4880,235
30628,7987,117961,118327,120383,117905,290919,290919,117908,4881,132
77098,79986,117989,117990,117920,121067,124097,121069,121070,3578,2257
14354,17152,118084,118085,117884,117879,117886,19721,117880,4882,34
74888,169,117961,118413,121639,117905,287626,290919,117908,3303,3359
74555,4576,117961,118327,118391,118321,117906,290919,118322,4883,3096
41312,15384,117943,117944,117945,118274,181575,292795,118276,4884,1013
16264,88570,117961,118413,120370,118321,117906,290919,118322,2510,3360
44821,85475,117961,118300,120410,118321,117906,290919,118322,23,1595
26808,1043,117961,118327,121589,124886,306399,118643,124888,4885,730
39262,7971,117961,118386,119954,118259,155654,290919,118261,4661,118
58678,74831,117961,118327,118391,118321,117906,290919,118322,4886,1012
34099,7389,117961,118386,118746,118451,152307,118453,118454,1051,3361
29708,4357,117961,118052,119742,118321,303087,290919,118322,4887,3362
78183,13201,117951,117952,117941,118568,267952,19721,118570,4888,3363
17308,4642,117961,118225,120551,118685,279443,308574,118687,2752,62
73110,1271,117961,118327,118507,121527,128634,118398,121529,4889,3364
75040,50976,117961,118413,119968,118784,117906,290919,118786,927,3365
14570,31056,117893,117894,117895,117879,117897,19721,117880,4890,37
42031,28232,118315,118463,118522,123651,151811,118467,123652,4891,64
17849,17856,117961,117962,118673,119976,302418,19793,119978,4892,417
80539,221,117961,118413,120370,118321,150358,290919,118322,3973,1648
43646,53348,117961,117969,118970,118396,122194,118398,118399,3283,1308
25287,19832,117961,118327,123757,118321,117906,290919,118322,737,430
34207,7265,117961,118343,119598,118321,240983,290919,118322,1486,3366
30570,58719,117961,118386,119954,118318,168365,118205,118319,310,433
16071,7578,117961,118343,120722,118784,117906,290919,118786,2430,457
76446,7505,117961,118300,119181,117905,117906,290919,117908,4894,402
16989,22948,117961,118225,118403,117905,117906,290919,117908,4334,2444
3853,3889,117961,118386,121668,118685,279443,308574,118687,951,75
34748,16098,117961,118327,120171,118890,125128,118398,118892,4895,903
75834,86385,117961,118225,121574,122645,309858,119221,122647,4896,143
312036,5903,117929,117940,119569,119323,123932,19793,119325,4897,3367
79875,79876,117961,118386,118404,120115,130884,119695,120117,4898,3368
40919,59749,118315,118463,118464,119172,162182,118467,119174,4899,152
42967,46546,117978,117979,117912,118568,146968,19721,118570,4900,2108
31713,14810,117961,118413,120370,122551,123475,118762,122552,1451,3369
43646,15902,117961,118052,120398,118054,118443,117887,118055,4901,1308
34924,3875,117961,118327,120318,118784,121873,290919,118786,2131,312
43638,13849,117961,118386,118317,307024,311622,118331,118332,3839,3370
45444,1728,117961,118327,118507,121527,128634,118398,121529,3383,133
43219,7067,117961,118225,118403,117905,240983,290919,117908,4172,3371
73121,21869,117961,118327,118507,118396,158043,118398,118399,1757,3372
18072,57680,118256,118257,117945,280788,280788,292795,119082,4903,230
28403,7389,117961,118386,118746,118747,239652,118453,118749,1802,3373
25993,4659,117961,118225,120663,118321,117906,290919,118322,1797,6
34333,6454,117961,118343,118856,118321,117906,290919,118322,316,3374
45784,1146,117961,118225,120663,117905,240983,290919,117908,2121,1524
3264,55195,126918,126919,118042,118043,118043,270488,118046,2014,742
391,50641,117926,118124,117941,118568,119927,19721,118570,4904,467
1937,15432,119134,119135,146387,120516,123331,120518,120519,4905,149
74995,25237,117961,117962,118910,118777,279443,308574,118779,806,696
21710,6997,117961,118343,119945,117905,240983,290919,117908,968,3124
80032,7935,117961,118052,120539,117905,117906,290919,117908,3484,3375
81418,7510,117961,118446,118684,118777,279443,308574,118779,3523,3376
27124,7133,117961,118327,118320,118321,240983,290919,118322,4906,65
23964,49566,118595,118596,119993,117905,117906,290919,117908,4056,958
81450,17058,117961,118300,119488,118728,301534,118295,118730,366,2030
4675,4932,117961,118225,119824,123737,147851,118960,123738,220,10
74887,20169,117961,118343,118660,124886,239604,118643,124888,4080,3377
19712,15484,118256,118257,118623,118995,286106,292795,118997,4907,3171
18072,3281,117961,118225,120323,119093,120324,119095,119096,4908,230
74508,205,117961,118386,118746,118784,147114,290919,118786,1012,2342
79353,241781,119301,119302,119303,118321,117906,290919,118322,4909,3378
76917,30534,117961,118343,119142,117905,117906,290919,117908,4910,1645
70453,23390,118602,118603,117941,117885,117913,117887,117888,4911,2428
15740,25,117961,117962,122224,118321,240983,290919,118322,1383,3379
6977,3000,117961,118225,120551,117905,117906,290919,117908,817,39
32634,18040,117961,118300,118783,118321,117906,290919,118322,2899,1903
26391,8501,117961,118386,120361,117905,117906,290919,117908,4912,792
15064,2225,117961,117962,118501,120702,126111,118504,120704,3920,254
35792,46170,118290,118291,118889,118863,307233,118398,118865,3702,707
79961,8074,117961,118300,119195,117905,117906,290919,117908,3418,3380
75624,7448,117961,118300,118360,117905,117906,290919,117908,4913,914
85557,97016,119062,119091,118957,117905,117906,290919,117908,4914,3381
1020,17913,117961,118343,122358,117985,122359,19793,117987,4915,22
32307,16970,91261,118026,124942,120952,126309,118453,120954,2522,3382
45990,70480,119280,119281,117945,118274,119235,292795,118276,4916,316
35451,22487,117961,117969,118970,120647,121659,118398,120649,4917,2184
31167,69089,117961,118300,117970,179731,131312,117887,117973,3786,3383
5173,17319,117961,117962,118791,121469,310997,118424,121471,2736,357
6690,8430,117961,118225,118403,118321,117906,290919,118322,4368,621
16038,51746,118752,119070,117945,280788,280788,292795,119082,4918,3384
7543,8242,117961,117962,119223,118641,306399,118643,118644,1561,169
17308,45965,117961,118386,120677,307024,294485,118331,118332,3900,62
74102,51058,117902,117903,134257,118318,168365,118205,118319,4174,3385
42313,3788,117961,118343,120722,118784,117906,290919,118786,4920,1340
30566,5507,117961,118413,120370,117905,117906,290919,117908,4921,2749
77178,25254,117961,118327,120299,121122,121788,118612,121124,3891,252
80978,2781,117961,118300,118783,118054,131373,117887,118055,1898,3386
25638,16850,117961,118225,119092,119093,132519,119095,119096,4291,933
111445,111936,117961,118300,118783,117905,117906,290919,117908,406,3387
23990,125466,117902,117903,120171,118863,154602,118398,118865,4922,733
42031,3212,117961,118386,118522,119351,123417,3130,119353,4923,64
44812,743,117961,118343,118437,118321,117906,290919,118322,639,140
36602,3116,117961,118300,147589,118826,236735,118424,118828,2018,2498
667,6482,117961,118052,118992,118321,117906,290919,118322,4924,3389
32270,4551,117961,118343,118833,120344,303717,118424,120346,2392,41
80190,6278,117961,118343,120722,118321,117906,290919,118322,2746,953
18072,18096,118256,118257,118623,280788,193644,292795,119082,2788,230
79309,13764,117961,117969,118970,120647,192307,118398,120649,4925,91
3853,17261,117961,118343,118833,118054,120514,117887,118055,3737,75
1020,8068,117961,118386,118635,118321,117906,290919,118322,4926,22
15064,17920,117961,117962,118546,118054,128604,117887,118055,4927,254
33040,16974,117961,118300,119181,118321,118448,290919,118322,1906,3390
917,1466,117961,118300,123749,118636,123751,118638,118639,4928,239
41758,28217,118315,118316,123656,118784,117906,290919,118786,4929,524
28850,22431,117961,118413,126229,132671,126363,290919,132673,4930,3391
79121,124625,118725,118726,119076,118422,159053,118424,118425,1298,113
38708,80413,247952,118164,117878,117885,117879,117887,117888,4931,2035
6977,59785,91261,118026,120671,121143,139068,249618,121145,4932,39
27124,2017,117961,118327,121645,117905,287626,290919,117908,3167,65
38470,51104,117876,117877,117878,117879,117879,19721,117880,1429,193
31183,6083,117961,117962,122224,118777,279443,308574,118779,4933,1422
1281,44062,117961,117962,118910,117905,117906,290919,117908,4934,390
18418,5244,117961,118343,119598,119433,133686,118424,119435,4521,320
37639,13031,5110,117954,117895,118568,157237,19721,118570,4566,1429
79121,3954,117961,118343,149210,118293,118302,118295,118296,4935,113
39397,7651,117961,118386,118746,118321,117906,290919,118322,2644,1944
1141,1117,117961,117962,118352,117905,240983,290919,117908,1214,3392
99461,6216,117961,118327,118328,117905,290878,290919,117908,3333,201
75078,58719,117961,118386,119954,119962,168365,118205,119964,3691,81
25744,3745,117961,118300,118360,124435,118362,118363,124436,2204,218
34095,7370,117961,118413,118481,127782,230830,290919,127783,4074,2673
33249,52105,118595,118596,81476,118422,170384,118424,118425,331,1142
838,16971,117961,118343,119993,125793,125794,118643,125795,3215,743
33642,25772,118006,118007,117941,117899,117897,19721,117900,801,54
19964,5636,117961,118413,122007,118784,124402,290919,118786,1560,1479
43663,56199,117961,118052,118881,117905,117906,290919,117908,251,411
87735,46805,117929,117930,117920,118568,281735,19721,118570,40,3393
18257,783,117961,118413,120584,128230,302830,4673,128231,8,3394
25570,4193,117961,118343,118514,307024,271023,118331,118332,2268,461
13878,22853,117961,118386,118896,119849,182753,118638,119851,3611,36
33642,78685,118216,118587,117920,117879,135898,19721,117880,4936,54
82308,1614,117961,118327,118507,118747,130134,118453,118749,3142,3395
106203,2296,117961,118413,277693,123737,127475,118960,123738,2159,3396
35376,15746,117961,118052,119742,118321,118448,290919,118322,237,228
33151,1350,117961,118052,120096,118321,117906,290919,118322,440,853
73228,851,117961,117962,122215,118321,117906,290919,118322,2213,2964
29100,7076,117961,118225,119238,119093,121698,119095,119096,2210,1548
44655,158757,120342,120343,118395,118396,266864,118398,118399,630,1294
74285,858,117961,118327,118529,122129,168451,121916,122131,2654,3397
14354,73001,117910,118855,117884,117879,117886,19721,117880,4937,34
25993,58954,118079,118080,117878,117879,118177,19721,117880,4196,6
2298,2305,117961,117962,119223,128230,302830,4673,128231,775,3399
27124,2062,117961,118327,119830,120773,118959,118960,120774,3895,65
43265,4636,117902,117903,119181,120952,122352,118453,120954,4938,2905
40114,19271,117961,118225,119924,118784,117906,290919,118786,615,3400
78925,19830,119062,119091,123125,118784,121556,290919,118786,4939,1576
79299,15435,117961,118343,122299,119949,131270,290919,119951,4940,244
74754,17451,117961,118052,126137,118924,148208,118667,118926,4941,1379
35540,11529,117929,117940,117878,118568,281735,19721,118570,4942,826
34950,794,118752,119070,120995,118274,190697,292795,118276,1866,271
33324,3270,117961,118225,119781,120097,123784,270488,120099,2908,1526
79092,4951,117961,118343,120126,120497,310984,118424,120499,1522,156
45904,7346,117961,118343,123125,118777,279443,308574,118779,4650,709
40197,7520,117961,118343,124725,118321,117906,290919,118322,3177,2448
4675,7022,119062,119091,118535,117905,117906,290919,117908,4944,10
16008,1043,117961,118327,121589,124886,123881,118643,124888,2363,3401
40438,4500,117961,118052,118881,117905,117906,290919,117908,3870,197
74550,6200,117961,118225,120663,118321,117906,290919,118322,964,1104
39600,7553,117961,118225,118403,118784,118785,290919,118786,2994,2146
73130,1584,117961,118327,128935,118396,299403,118398,118399,4945,3402
44944,15895,117961,118052,120677,122067,300136,118424,122069,4946,759
33150,5496,91261,118026,118202,117905,117906,290919,117908,341,51
75078,95845,118315,118463,122636,118451,123728,118453,118454,4947,81
39488,249,117961,118225,118403,117905,117906,290919,117908,886,1305
20897,1533,117961,117969,118800,118801,160694,19793,118803,875,383
7543,49323,118990,118991,118992,118321,117906,290919,118322,279,169
34924,4589,117961,118327,120383,118784,213944,290919,118786,4948,312
3853,4953,117961,118343,118911,120344,310997,118424,120346,1453,75
22598,22599,117961,118343,119142,118685,131861,308574,118687,2991,2140
1020,16850,117961,118225,122298,119093,128819,119095,119096,4949,22
42899,3838,117961,118225,119924,118321,118448,290919,118322,2007,3403
15665,51761,117961,118413,120370,118321,117906,290919,118322,4862,3404
6977,994,117961,118300,120312,119849,124690,118638,119851,2665,39
16923,7506,117961,118446,120317,118321,240983,290919,118322,1859,764
36480,169112,117902,118041,119781,118563,121024,270488,118565,32,92
39602,44022,117961,117962,122215,117905,240983,290919,117908,579,3405
16826,3667,118000,118001,117878,118054,311261,117887,118055,4726,855
87764,49574,117961,118327,118391,120773,118959,118960,120774,2152,3406
16768,15824,117961,118225,120323,122849,120324,119095,122850,2431,2965
80551,50089,117961,118343,118514,118321,117906,290919,118322,2992,1967
33248,17270,117961,118300,128830,118826,150790,118424,118828,282,31
74190,743,117961,118300,119181,118784,117906,290919,118786,2973,3407
40331,7807,117961,118327,118518,118207,190710,270488,118209,1110,817
52688,770,117961,118300,119181,118747,130134,118453,118749,1701,3408
40867,7935,117961,118052,120539,117905,117906,290919,117908,3484,57
32642,15557,119280,119281,117945,118129,132803,118131,118132,3160,829
25210,51345,117961,118052,120417,118702,125047,118704,118705,867,2877
34562,1080,117961,118327,118378,118451,123137,118453,118454,2208,2613
75216,3234,119280,119281,118623,118805,136748,118474,118807,4468,1468
15064,20104,117961,117969,120823,118368,159732,117887,118486,4951,254
3853,45965,117961,118386,120677,307024,294485,118331,118332,3900,75
74212,8068,117961,118386,121668,118321,117906,290919,118322,2637,1917
25993,21019,117961,118386,128516,126820,132015,118638,126822,1734,6
45207,48935,119062,119063,119064,118924,254936,118667,118926,4952,3409
35185,17640,117961,118052,118706,118278,118707,290919,118279,4953,3410
79092,5223,118595,118596,81476,118054,120238,117887,118055,1473,156
22643,2409,117961,117962,117904,119949,123170,290919,119951,1635,3411
39264,14348,118169,118170,118623,117946,144221,292795,117948,4830,441
1020,3875,117961,118327,120318,117905,117906,290919,117908,4954,22
25865,3526,117961,118225,137996,119093,121698,119095,119096,3805,1169
20349,2129,119134,119135,118450,119192,150595,119184,119194,2815,123
75078,71386,118315,118316,122453,118530,278014,118131,118532,4955,81
45337,49423,117961,118052,123144,118396,269406,118398,118399,259,865
18913,19051,117929,117930,117912,117879,117886,19721,117880,4956,164
3853,6285,117961,118300,132427,118321,117906,290919,118322,1515,75
74966,7001,117961,118327,118933,121594,302830,4673,121596,4957,3412
75685,866,117961,118413,120526,118451,132777,118453,118454,4871,3413
27122,58849,117961,118327,118492,118451,125738,118453,118454,2040,1122
34223,6216,117961,118327,118328,118641,306399,118643,118644,4958,3414
41570,20394,117961,118052,118706,123045,123637,120518,123047,2344,1532
75078,59748,117961,118386,120361,118321,153262,290919,118322,2032,81
18058,15395,118256,118257,119796,123670,212510,121916,123672,1372,1179
25231,4945,117961,118300,118360,118129,122064,118131,118132,4959,126
25682,18450,117961,118052,118821,121594,142587,4673,121596,4960,3416
38482,77051,117922,117923,117884,117885,117913,117887,117888,4961,291
80791,6191,117961,118300,120297,118784,120474,290919,118786,1300,3417
37439,70641,117961,118327,120318,118523,310608,118331,118525,1764,1354
80756,7445,117961,118343,122299,118054,305057,117887,118055,3309,396
20082,3106,117961,118300,120312,124419,137017,118424,124421,4773,3418
74968,1325,117961,117962,118910,117905,117906,290919,117908,2407,3419
79163,17549,117961,118446,119064,307024,310608,118331,118332,3678,3420
15369,131441,117961,118343,119598,119433,133686,118424,119435,511,717
78842,15768,117961,118225,124449,122297,143193,118331,118899,1287,3421
23465,17261,117961,118300,118833,118054,118443,117887,118055,3629,2687
78698,52140,118887,118888,124656,118980,236007,118295,118982,847,3422
14955,94701,117961,117969,127812,120621,127813,19793,120623,4962,2378
5173,25724,118290,118291,119136,120056,162453,118474,120058,4963,357
75047,8168,117961,118386,119954,118318,168365,118205,118319,4964,2753
19722,49823,117961,118300,127168,117905,117906,290919,117908,3557,148
90501,7560,117961,118300,119195,117905,117906,290919,117908,2489,3423
42891,18449,117961,118300,119181,118465,159686,118467,118468,2783,3424
34861,8168,117961,118386,119954,119962,168365,118205,119964,4965,1683
23964,52902,118595,118596,81476,118834,216197,118424,118836,4966,958
34105,133801,119062,119091,118535,118321,117906,290919,118322,4967,3425
41806,718,117961,118300,119181,118641,153273,118643,118644,2257,3426
38124,61026,117929,117940,117941,117885,117913,117887,117888,1682,888
15672,1895,117902,117903,118783,118451,122352,118453,118454,4968,20
112391,4097,117961,118413,120526,117905,117906,290919,117908,3890,3427
16161,1443,117961,118343,120722,117905,117906,290919,117908,4731,3428
1937,1999,118084,118085,117920,118568,123239,19721,118570,2452,149
20735,22354,117975,117976,117920,127389,127390,19721,127391,4969,3429
34800,1391,117943,117944,118575,259173,244021,292795,118943,4970,510
35190,5360,117961,118446,120317,117905,117906,290919,117908,4971,873
80748,2890,120864,120865,118437,118636,279443,118638,118639,4611,3430
75078,70142,117902,117903,118635,159787,118959,119695,159789,1075,81
6977,2649,117961,118413,120526,118321,240983,290919,118322,4972,39
3853,16065,117961,118225,120551,118777,279443,308574,118779,3712,75
42612,7424,5110,117954,117878,133111,306530,118870,133113,2432,3432
80830,16757,117961,118225,122273,118321,117906,290919,118322,3543,834
20897,29575,117961,117969,120574,118674,177707,19793,118676,4973,383
38751,5432,117961,118327,118391,118321,117906,290919,118322,920,850
34950,8433,117961,118327,118929,118321,117906,290919,118322,4974,271
25993,4821,117961,118343,119598,120348,255097,118295,120350,592,6
79566,85627,120140,120141,274241,118777,279443,308574,118779,4975,3433
72201,7807,117961,118327,118518,118207,190710,270488,118209,1110,861
35815,7525,117961,118225,120551,118321,118406,290919,118322,1628,3434
20293,54435,117926,118266,117920,117885,117913,117887,117888,4976,58
41594,117445,119062,119091,118535,117905,117906,290919,117908,4528,234
14939,17713,117961,118225,122273,118321,240983,290919,118322,1516,1117
15369,3119,117961,118300,120312,119849,310589,118638,119851,1156,717
34817,7133,117961,118327,118320,118321,118448,290919,118322,4100,52
76551,4118,117876,117877,117878,117879,117879,19721,117880,4040,1011
82641,196,117961,118413,121639,118451,130134,118453,118454,1957,3435
75327,17414,118752,119070,118042,118043,151099,270488,118046,94,407
22682,17759,117961,118413,122007,118685,120316,308574,118687,903,625
31299,4287,117961,118343,118833,118912,278748,118424,118914,4978,146
75959,2898,118887,118888,119031,118980,202550,118295,118982,4979,3436
104252,4589,117961,118327,120383,118784,200462,290919,118786,3621,3437
75078,41760,118315,118316,123656,117905,117906,290919,117908,4980,81
78327,55982,117983,117984,117878,117899,119057,19721,117900,4981,147
772,782,117961,118413,127522,118784,124402,290919,118786,475,2519
39957,7370,117961,117962,118481,118321,117906,290919,118322,2707,3438
81510,4561,118169,118170,118575,118636,215667,118638,118639,4982,3439
33229,33266,117961,118300,123719,118784,118785,290919,118786,2988,951
4675,8715,117961,118052,119986,117905,117906,290919,117908,4983,10
40184,4743,119062,119091,120663,117905,117906,290919,117908,2124,3440
81070,83216,91261,118026,118317,118278,118260,290919,118279,3209,778
28504,123367,117932,117933,117878,118568,120877,19721,118570,4447,2088
41569,71401,91261,118026,118063,128422,128423,118453,128424,4984,79
39264,3802,118573,118574,118623,118995,286106,292795,118997,2900,441
30574,2109,118219,118220,120694,124886,215880,118643,124888,2817,3441
78529,54308,126974,126975,118518,118043,118756,270488,118046,849,3442
32568,70062,117961,118386,118746,117905,240983,290919,117908,4985,3015
58069,3023,117961,118343,122012,118321,240983,290919,118322,2020,3443
4675,25303,117961,118386,118522,117905,117906,290919,117908,4986,10
40331,4576,117961,118327,118391,123045,123107,120518,123047,3231,817
25705,22899,118290,118291,119136,119137,129238,118474,119139,4987,1510
17308,1541,117961,118225,123173,119093,120324,119095,119096,3130,62
36222,54296,117961,118327,120318,117905,117906,290919,117908,4988,3444
16018,5001,117961,118300,123007,118826,257115,118424,118828,3179,501
15022,70062,117961,118386,118746,117905,240983,290919,117908,4985,805
25279,17243,117961,118300,120026,120344,311360,118424,120346,1918,318
45408,92887,118315,118316,140453,129229,182258,119788,129231,4989,3446
18072,15460,118256,118257,117945,280788,280788,292795,119082,3074,230
89856,7553,117961,118225,118403,118784,118785,290919,118786,2994,3447
35708,7578,117961,118343,120722,118321,118448,290919,118322,3332,3448
38392,11516,117929,117930,117884,117885,117913,117887,117888,1122,633
278393,3113,117961,118343,119598,119433,127160,118424,119435,1538,76
4675,4620,117961,118300,119195,117905,117906,290919,117908,4991,10
73122,2409,117961,117962,117904,119949,230830,290919,119951,1391,3449
41825,10386,118269,118270,117878,117879,117913,19721,117880,4992,813
33642,50340,118090,118091,117941,118568,145191,19721,118570,4993,54
80679,49384,117961,118343,118609,118728,301534,118295,118730,308,3450
79969,8195,117961,118343,120270,123648,123649,120518,123650,4996,2086
112080,23200,117961,118343,123125,118784,117906,290919,118786,558,3452
