PERSON_BUSINESS_TITLE,PERSON_BUSINESS_TITLE_DETAIL,PERSON_COMPANY,PERSON_DEPTNAME,PERSON_ID,PERSON_JOB_CODE,PERSON_JOB_FAMILY,PERSON_MGR_ID,PERSON_ROLLUP_1,PERSON_ROLLUP_2,PERSON_ROLLUP_3,RESOURCE_ID,u_uid,r_rid
60450,8,33290,34483,36642,33431,37073,66986,33426,33427,33428,9667,1284,4
54072,8,33290,44552,64981,33289,33370,51153,33357,34012,33523,1867,1288,265
49443,8,33290,39855,74066,33326,34851,40459,33426,40641,33428,9001,1289,2
53786,33288,33290,33598,51924,33431,33461,51500,33339,36150,33341,7489,1290,7
33622,8,33290,54321,40796,33431,33291,41059,33283,33323,33285,9001,1291,2
44620,8,33290,39341,36594,9,37073,46032,33299,34471,33301,9001,1292,2
51043,8,33290,37014,74453,9,33430,40573,33316,34024,33317,9667,1293,4
70847,8,33290,36151,49594,33431,33595,34357,34046,36963,33418,7489,1295,7
33336,8,33313,33438,62303,33275,11,34288,2,3,4,9771,1297,14
67403,8,33904,34611,56096,33431,34851,44907,2,40641,4,9667,1298,4
46965,8,33290,38624,77656,34576,34851,33349,33283,40641,33285,7489,1299,7
76803,8,33290,34472,66615,33431,33595,46032,33299,34979,33301,7489,1300,7
43389,8,33844,33928,71261,33309,33930,55647,33426,33927,33428,9667,1301,4
41027,8,33290,34483,40929,33431,33430,45299,33316,33323,33317,7489,1303,7
36535,34383,33290,33667,73581,33289,33291,36523,33283,33323,33285,7489,1304,7
70515,8,33290,47909,36466,33431,34780,49756,33299,34397,33301,7489,1307,7
49298,8,41621,34935,59382,33431,33430,37718,33299,34471,33301,7489,1308,7
63676,8,33290,42582,64626,33289,33423,33412,33283,33300,33285,9001,1312,2
60379,8,33290,35228,65915,33431,33291,50674,33283,33666,33285,7489,1313,7
60549,8,33290,37014,60840,33431,33430,42661,33316,34024,33317,7489,1316,7
46896,8,33290,35410,77747,33431,33461,76809,33283,33885,33285,9001,1318,2
73432,33288,33290,36151,77764,33431,33291,45908,33283,33284,33285,7489,1319,7
60379,8,33290,34398,49267,33431,33430,33433,33416,34566,33317,7489,1321,7
40680,33777,33290,34412,77123,33431,33291,42282,33283,33927,33285,7489,1325,7
38581,8,33276,41152,57870,33309,33657,37497,2,33730,4,3678,1328,269
33336,8,33313,33307,48663,33275,11,35663,2,3,4,9771,1329,14
41466,8,33313,33769,59191,9,33712,38334,2,33768,4,9771,1330,14
63016,8,33290,36661,41088,33431,33291,39205,33339,33300,33341,9001,1331,2
44032,8,33290,34102,36338,9,33678,39375,33426,33675,33428,9667,1332,4
60772,8,33290,34398,76089,33431,34435,37502,2,33895,33523,10646,1336,271
75566,8,33290,33386,60619,33289,33863,36234,33316,33385,33317,7489,1337,7
57682,8,33369,33324,71548,33431,33291,33510,33283,33666,33285,7489,1338,7
46522,8,33904,38008,54881,33326,33291,48223,33283,33885,33285,7489,1340,7
67403,8,33313,40737,77893,33289,59225,43864,33426,33853,33428,9771,1341,14
33336,8,33313,33273,42204,33275,11,53063,2,3,4,9771,1344,14
49789,34665,33290,36151,67836,33431,33291,49102,33283,33666,33285,7489,1347,7
62990,8,33313,33902,36567,9,11,42494,2,33730,4,8311,1348,82
47237,8,33290,34752,75980,9,33430,34726,33299,34397,33301,7489,1350,7
45133,8,33290,33302,62335,33431,33362,42768,33339,48274,33418,7489,1351,7
54709,8,33290,48567,74783,33431,33526,34887,33426,34411,33359,9869,1352,273
39729,8,34210,36661,42359,33289,34435,45905,33283,33300,33285,7489,1354,7
33308,8,33313,33438,41639,33275,11,33648,2,3,4,9771,1355,14
33336,8,33313,33279,48794,33275,11,33825,2,3,4,9771,1357,14
74525,36963,33290,33302,48692,33431,33604,34160,33357,33427,33359,9001,1358,2
65074,8,34474,34573,50729,33345,34577,37168,33339,33447,33285,7489,1360,7
33336,8,33313,33279,62724,33275,11,35663,2,3,4,9771,1361,14
34246,8,33313,33273,55906,33275,11,53063,2,3,4,9771,1367,14
34246,8,33313,33273,66019,33275,11,35065,2,3,4,9771,1368,14
58751,8,33290,35551,55089,33345,37827,34705,33283,34471,33301,9001,1370,2
33649,8,38785,35159,71852,33431,33430,33865,33299,34471,33341,9001,1373,2
54893,8,33290,36505,50590,33431,33461,35445,33416,33476,33418,7489,1374,7
39580,8,33290,35273,45570,33431,33430,44139,33283,36963,33285,9001,1376,2
33336,8,33313,33438,62890,33275,11,34969,2,3,4,9771,1381,14
33677,8,33290,33676,47089,33289,33678,57871,33426,33675,33428,9667,1382,4
33336,8,33313,33273,64795,33275,11,44738,2,3,4,9771,1386,14
48858,8,33290,35625,71551,33431,33430,46240,33316,34024,33317,7489,1388,7
62011,8,33904,33769,34929,33431,33423,35161,2,33768,4,9001,1390,2
33947,8,33290,37014,33736,9,33430,49058,33316,34024,33317,9001,1392,2
68552,33288,33290,35228,57737,33431,33291,39672,33283,33284,33285,9001,1393,2
39713,36228,33290,34611,57999,33431,33430,40285,33283,34327,33285,9001,1394,2
53181,8,33290,37014,47990,9,33430,40444,33316,34024,33317,7489,1395,7
44326,34665,33290,33775,73683,9,33291,41760,33283,33323,33285,7489,1396,7
41888,8,33290,33438,59764,33289,33604,36046,33521,33895,4,8582,1400,283
57704,8,33313,33438,60951,33309,33430,46598,2,33730,4,8791,1401,284
72092,8,33290,33517,38168,33326,33430,41986,33357,33458,33359,9813,1403,37
58917,8,34474,34472,42836,33431,34577,35172,33299,34471,33301,7489,1404,7
34246,8,33313,33438,68859,33275,11,34606,2,3,4,9771,1405,14
33691,8,33290,34472,55502,33431,33430,45509,33299,34397,33301,7489,1406,7
33867,33777,33290,36151,70514,33431,33291,36127,33283,40641,33285,7489,1407,7
68063,45511,33290,33302,60234,9,33430,34969,33283,35227,33285,9001,1410,2
41667,8,33290,37961,65319,33431,33291,44695,33283,36150,33285,7489,1411,7
51043,8,33290,33477,69367,33431,33291,49058,33416,34471,33418,7489,1412,7
42518,8,34474,34472,62960,33326,33430,46032,33299,34397,33301,9001,1416,2
42330,8,33290,33822,49044,33289,33833,41529,34046,44855,33523,8058,1417,103
40254,8,33290,35228,66310,33431,33461,37294,33283,33885,33285,7489,1419,7
56683,8,33290,34752,41797,33431,33430,33646,33299,34471,33301,9001,1420,2
73567,8,33290,36088,70773,33289,33739,41666,33283,33300,33285,9001,1421,2
36101,34665,33290,35228,46584,9,33291,40923,33283,35227,33285,7489,1423,7
36940,8,33290,33840,36567,9,33526,35996,33521,35027,33523,10533,1428,289
48439,8,33290,33731,63350,9,33347,49288,2,34047,4,9180,1432,291
59097,8,33290,37014,39476,33431,33450,41760,33283,33323,33285,9667,1437,4
33691,8,33290,33477,61207,33431,33430,39275,33316,33601,33341,7489,1439,7
49298,8,33290,34985,62178,33431,34851,39903,33283,33584,33285,7489,1440,7
66656,8,33290,35112,74070,33431,33604,33597,33416,33529,33418,7489,1445,7
33518,8,33290,34102,49375,9,33430,40702,33299,33601,33301,2303,1446,19
58185,8,33617,33477,43806,33431,33423,46521,33416,34279,33418,7489,1447,7
33760,8,33290,34347,77500,9,33604,44456,33316,33385,33317,9676,1449,294
60549,8,33904,33676,43663,33431,33423,42804,33426,33927,33428,9001,1450,2
33336,8,33313,33279,56228,33275,11,54567,2,3,4,9771,1451,14
35642,8,33290,42721,56242,33431,33291,37641,33283,33300,33285,9001,1452,2
33478,8,33290,33517,53091,33431,33430,53401,33357,33358,33359,7489,1455,7
33336,8,33313,33438,54854,33275,11,34600,2,3,4,9771,1457,14
37468,8,33290,33302,76168,9,33604,37093,33416,33476,33418,7489,1458,7
33677,8,33408,33676,66022,33289,33678,33674,33426,33675,33428,9667,1461,4
33489,8,33313,33438,38091,33275,11,38854,2,3,4,9771,1463,14
42662,8,33290,54321,58284,33431,33291,37708,33283,36963,33285,7489,1465,7
33656,55976,33290,33273,54883,9,33291,34248,33283,33323,33285,9001,1466,2
48434,8,33290,34673,53529,33431,33430,40235,33316,34024,33317,7489,1467,7
37158,8,33290,37014,49614,9,33291,37389,33316,40171,33285,7489,1469,7
63676,8,33290,39855,49664,33431,34851,37215,33283,33584,33285,9811,1470,10
33478,8,33290,34483,72968,33289,33430,46514,33316,34024,33317,7489,1471,7
67378,8,33290,34985,54876,34576,34851,37531,33283,36494,33285,7489,1474,7
33677,8,33290,33676,76705,33431,33423,38077,33426,33675,33428,7489,1475,7
40049,8,33290,35454,68454,9,33461,40491,33426,33927,33428,7489,1477,7
34612,8,33290,35410,57687,33431,33430,59147,33316,33427,33317,7489,1478,7
33991,33288,33290,33775,68601,33431,33291,37811,33283,33323,33285,7489,1479,7
49878,8,33313,33396,74910,33431,33604,36460,33299,33866,33301,7489,1482,7
35781,36228,33290,33667,43211,33326,33526,34214,33283,34787,33285,9001,1485,2
34246,8,33313,33438,57049,33309,11,35065,2,3,4,9771,1486,14
67444,8,33290,33302,77311,9,33604,33533,33426,48274,33418,7489,1487,7
33336,8,33313,33307,67280,33275,11,34294,2,3,4,9771,1488,14
33947,8,33290,37014,73130,33431,33430,33909,33316,34024,33317,9667,1489,4
73561,8,33408,33366,58608,33289,33423,58249,33283,33300,33341,9001,1492,2
36101,33288,33290,33676,53982,33431,33461,41325,33283,33584,33285,9667,1495,4
33711,8,34210,35612,34267,33431,33304,73431,33416,34207,33418,7489,1498,7
36028,8,33617,36227,71574,33345,33362,43073,33416,34279,33418,9667,1500,4
46399,8,34210,35285,54046,33431,35069,36945,33416,34207,33418,9667,1501,4
44580,8,33346,38458,77673,33345,34577,36686,33283,36150,33341,9821,1502,5
33336,8,33313,33273,52842,33275,11,65869,2,3,4,9771,1504,14
36521,44965,33290,39341,78059,9,33291,36149,33283,36494,33285,9001,1506,2
44279,36172,34913,35612,69864,33309,33930,47736,33416,33529,33418,7489,1507,7
67403,8,33290,40737,50219,9,33833,44437,33426,33853,33428,7489,1509,7
48913,8,33290,33324,61735,33431,33291,38848,33283,33300,33285,7489,1510,7
33691,8,33290,33866,62965,33326,33430,54499,33299,34471,33301,9001,1511,2
55754,8,34474,34472,39351,33431,33430,47378,33299,34471,33301,9667,1512,4
61229,8,34474,34472,72817,33431,34851,33737,33299,34397,33301,9001,1513,2
57974,8,33290,37014,34599,33289,33430,36559,33316,34024,33317,7489,1514,7
64181,8,33290,33302,54208,33431,33604,35805,33299,33790,33301,9001,1515,2
52258,8,33290,35835,54908,33289,33678,38253,33316,33385,33317,9667,1517,4
34496,52868,33617,35301,67872,33431,33423,43073,33416,33529,33418,7489,1520,7
33622,8,33290,33302,67501,9,33604,34449,33357,33358,33359,7489,1521,7
36521,8,33290,35207,37737,33345,33526,37960,33521,34787,33523,9333,1522,51
73330,8,33313,33438,63663,33309,11,48214,2,3,4,7489,1523,7
67919,8,33290,36137,55105,33289,33291,65235,33283,36494,33285,9001,1525,2
49789,8,33290,34483,60161,33431,33430,40235,33316,34024,33317,7489,1528,7
41822,8,33313,33438,54070,33275,11,35065,2,3,4,9771,1529,14
34226,8,34913,38783,53043,33431,34435,46402,33426,33927,33285,7489,1530,7
33622,8,33290,33302,59155,9,33430,34874,33283,33584,33285,7489,1534,7
57758,8,33290,34480,66062,33326,59225,38643,33339,33265,4,11106,1536,307
37080,8,33369,34200,36338,33431,33423,33995,2,33300,4,9001,1537,2
33336,8,33313,33273,44372,33275,11,45073,2,3,4,9771,1538,14
35556,8,33904,33375,72682,33431,33526,33356,33339,34181,33341,9811,1544,10
38172,8,33290,33279,42328,33289,33526,45998,33521,33675,33523,2491,1547,309
33336,8,33313,33438,57294,33275,11,33630,2,3,4,9771,1548,14
53342,8,33290,37014,38439,33289,33678,34357,33316,33675,33317,9667,1549,4
41542,8,33290,33667,73419,33289,33678,35641,33426,33927,33341,9001,1550,2
33622,8,33290,37014,58820,9,33430,75565,33316,34024,33317,9667,1551,4
58119,8,33290,33477,67898,33431,33430,35140,33339,33895,33341,9667,1553,4
73561,8,34474,34752,57757,33345,33304,33698,33299,34471,33301,7489,1554,7
39507,33288,33290,34611,73642,33431,33291,36523,33283,33584,33285,9001,1555,2
33336,8,33313,33273,33937,33275,11,35065,2,3,4,9771,1557,14
35556,8,35275,35207,55089,33431,33526,36520,33521,36927,33523,8094,1559,179
53860,8,33290,34472,76820,33431,33430,46032,33299,34397,33301,7489,1560,7
37620,8,33290,54321,65430,33431,33304,35044,33283,33584,33285,7489,1562,7
57799,35798,33290,38458,64004,33431,33430,46674,33299,34471,33301,9001,1563,2
66827,8,33290,33302,78141,9,33430,56980,33299,34432,33301,9001,1564,2
71652,8,33290,33302,60637,9,33461,35381,33416,48274,33418,9001,1566,2
61046,8,33904,39855,59627,33431,34851,46852,2,33768,4,7489,1567,7
33691,8,34474,34412,55631,33326,34577,33782,33283,33885,33285,9001,1571,2
35988,8,33290,34480,49979,33268,33347,42545,33339,34256,33523,8403,1573,314
70825,8,33290,33386,47806,33431,33430,46740,33316,34024,33317,7489,1574,7
76218,8,33904,33375,48431,33431,33423,41444,2,34181,4,9001,1580,2
33336,8,33313,33279,48688,33275,11,35058,2,3,4,9771,1582,14
68782,33777,33290,35112,49915,33431,33291,43073,33416,33529,33418,9667,1584,4
33622,8,33290,35159,75440,9,33291,39095,33283,34979,33285,9001,1585,2
50220,33538,33290,33775,70918,33431,33291,35271,33283,33323,33285,9001,1586,2
54549,8,33290,33861,66383,9,33863,34352,33416,34542,33418,10363,1587,13
33489,8,33313,33438,72459,33275,11,35457,2,3,4,9771,1590,14
74373,8,33313,33273,67597,33275,11,53063,2,3,4,9771,1592,14
70515,8,33290,34483,38000,33431,33430,33782,33283,33447,33285,7489,1593,7
54481,33777,33290,33775,44899,33431,33291,42927,33283,33323,33285,9001,1595,2
38547,8,33290,33477,40252,33431,33430,44494,33339,34471,33418,7489,1596,7
60549,8,33290,34131,45418,33289,33291,40235,33316,33385,33317,9667,1597,4
33336,8,33313,33438,40494,33275,11,36283,2,3,4,9771,1598,14
34496,8,33313,33279,34645,33431,11,72404,2,3,4,9001,1599,2
33691,8,33290,33866,66467,33345,33430,39678,33339,33447,33301,7489,1601,7
39580,8,33290,33530,38388,33431,33461,69485,33416,35227,33418,7489,1603,7
55284,8,33290,47909,70901,33431,33430,39189,33339,33866,33341,9001,1607,2
33518,8,33290,34102,36018,9,33430,37056,33299,33601,33301,2303,1608,19
69403,8,33290,33769,70486,33431,33657,33901,33283,33300,33285,9667,1610,4
67403,8,33313,39855,64760,33289,34851,49318,2,3,4,7489,1611,7
70609,8,33290,39855,49276,9,34851,44564,33283,33584,33285,7489,1613,7
34532,8,33290,34472,56383,33431,33430,42957,33299,34471,33301,7489,1614,7
38424,8,33290,33302,61175,33431,33604,42768,33357,33358,33359,7489,1616,7
33407,8,33290,33775,72915,33431,33291,43483,33283,33666,33285,9667,1622,4
76163,8,33290,37014,46141,33431,33430,34737,33316,34024,33317,7489,1623,7
33518,8,33290,33621,69772,9,33430,41894,33426,33621,33428,2303,1624,19
68063,33614,33290,34662,52634,34576,34435,46240,33283,36494,33285,7489,1625,7
40456,57482,33290,33530,66237,33431,33430,36254,33357,36963,33359,7489,1627,7
33336,8,33313,33279,48760,33275,11,35663,2,3,4,9771,1628,14
41792,8,33290,33769,67274,33289,33291,36283,33283,33300,33285,9001,1629,2
59727,8,33290,39855,43746,33345,34851,43370,33283,34193,33285,7489,1630,7
39463,8,10,39855,35380,33431,34851,45930,33283,40641,33285,9001,1631,2
77435,8,33290,38650,46443,33326,33461,42121,33339,33323,33285,7489,1632,7
55433,8,33290,36137,48580,34576,34577,42110,33283,33300,33285,9001,1634,2
33862,8,33388,35835,45289,33289,33657,38253,33316,33385,33317,9667,1636,4
40254,8,33290,33676,46010,33431,33423,49123,33426,33675,33428,9001,1637,2
61946,8,33290,34573,60608,33289,33291,39593,33283,33300,33285,9001,1642,2
35120,8,33290,34862,49295,33326,33526,34786,33521,33529,33523,10734,1643,55
73767,8,33290,33477,39677,33431,33430,43712,33299,34397,33301,9001,1644,2
70609,8,33290,43849,53725,33289,34851,66986,33347,35227,33428,7489,1647,7
38230,34383,33290,33676,39029,33431,33423,45527,33426,33927,33428,9001,1649,2
62410,8,33290,37014,48806,33289,33430,61007,33316,34024,33317,9667,1652,4
53786,8,33290,35454,40506,33431,33423,36523,33283,33885,33285,9001,1655,2
36101,8,33290,37386,36939,33345,33678,57871,33426,33853,33428,9667,1656,4
58264,8,33290,33477,43950,33431,33430,34288,33339,35884,33341,7489,1658,7
33336,8,33313,33438,76587,33275,11,35510,2,3,4,9771,1659,14
36047,8,33290,40737,56361,33431,33833,37168,33426,33853,33428,9001,1661,2
33518,8,33290,34752,70105,33431,33430,33293,33299,34471,33301,9001,1662,2
52843,8,33290,33477,52074,33431,33430,33807,33339,34471,33341,7489,1665,7
49687,8,34913,39855,48909,33431,34851,65761,33283,40641,33285,9001,1667,2
44431,8,33290,33302,42732,9,33430,41181,33299,37028,33359,9667,1668,4
41560,8,33290,35398,63296,33268,33712,68014,33521,33427,33341,8771,1669,330
51219,8,33290,39855,53319,33326,34851,46133,2,35227,4,9771,1670,14
52781,8,33290,39855,50788,33431,34851,45267,33283,33866,33285,9001,1671,2
67403,8,33290,39855,67597,33345,34577,52808,33283,33284,33285,9001,1672,2
75929,8,33290,33676,74548,9,33678,52914,33283,33323,33285,9667,1673,4
36940,8,33290,34862,55349,33345,33526,44424,33521,33544,33523,9971,1675,76
60235,8,33290,35410,45179,33289,34780,42417,33283,33885,33285,9001,1676,2
44431,8,33290,33302,42199,33326,33604,34276,33357,36118,33359,7489,1677,7
70973,8,33290,34102,76050,33431,33430,41894,33299,33601,33428,9667,1679,4
33489,8,33313,33438,74981,33309,11,54567,2,3,4,9771,1680,14
59424,40163,33290,47909,50682,33431,34780,40235,33283,33323,33285,7489,1684,7
39829,48440,33290,35301,45593,33326,33526,39300,2,3,33523,3890,1685,332
48657,8,33290,34472,69864,33345,33362,37168,33299,34471,33301,7489,1686,7
33336,8,33313,33438,70907,33275,11,37423,2,3,4,9771,1687,14
33627,8,10,45062,67597,33431,34851,34849,2,34181,4,7489,1688,7
45595,8,33290,33302,33654,33326,33430,35717,33339,33895,33359,9667,1689,4
33691,33751,33290,54321,56479,33431,33430,34288,33283,33447,33285,9001,1690,2
53178,8,34210,33966,68232,33289,34435,35161,33283,34207,33285,9001,1691,2
39463,8,33290,54321,63424,33431,33291,41666,33283,33584,33285,7489,1693,7
66827,8,33290,34483,63847,33345,33430,46240,33283,33447,33285,7489,1696,7
60235,8,33290,33775,39800,33289,33291,50253,33283,33927,33285,9001,1698,2
33947,8,33290,34131,64969,9,33430,37836,33316,40171,33428,7489,1700,7
75964,35227,33290,39855,35154,33431,34851,46964,33283,40641,33285,7489,1701,7
47237,8,33290,36964,74910,33431,33461,52163,33283,36150,33285,7489,1702,7
51436,8,33290,35374,69108,33289,37073,49318,33426,33675,33428,9667,1704,4
62006,8,33290,38636,39862,9,33430,72105,33299,34397,33301,9001,1705,2
41631,33777,33290,38008,73418,33431,33291,59595,33283,33666,33285,9821,1707,5
54893,8,34474,34910,74991,33431,33430,45847,33299,34471,33301,9001,1710,2
73561,8,33290,33667,74957,33431,33291,43370,33283,33866,33285,7489,1711,7
45693,8,33290,37014,65281,33431,33430,41340,33316,40171,33317,7489,1712,7
70784,8,33313,36385,45539,33431,11,34495,2,3,4,7074,1713,336
33336,8,33313,33273,74166,33275,11,34766,2,3,4,9771,1714,14
42480,51484,34210,36661,64659,33431,33291,41151,33283,33284,33285,7489,1715,7
56852,8,33290,34412,58726,33289,33291,55647,33283,33323,33285,9001,1716,2
55829,8,33290,36964,67315,33431,33291,47662,34046,33300,34048,9001,1717,2
36047,8,34474,34472,52341,33431,33430,39512,33299,34471,33301,9001,1718,2
62410,8,33290,37014,58502,9,33430,40235,33283,33323,33285,7489,1719,7
51616,8,33904,33769,39485,33289,33423,39656,2,33300,4,9667,1721,4
44880,8,33290,54321,59446,33431,33461,38500,33283,35884,33285,7489,1724,7
58371,8,33290,54321,52907,33431,33430,48257,33283,33853,33285,7489,1727,7
47848,8,33290,34131,45783,9,33430,52295,33316,34024,33317,9667,1731,4
43407,8,33313,33438,61795,33275,11,53063,2,3,4,9771,1733,14
59256,8,33290,33676,69602,33431,33461,59595,33426,33675,33428,9821,1734,5
60335,8,33290,34200,41242,33289,33347,36291,2,33730,33502,3928,1736,17
43389,8,33290,37014,50645,33431,33430,40235,33316,34024,33317,9667,1737,4
33336,8,33313,33273,44363,33275,11,36335,2,3,4,9771,1739,14
74983,8,33290,54321,57506,33431,33291,41059,33283,36963,33285,7489,1740,7
77153,8,34474,34611,67597,33431,34851,37423,33283,33584,33285,7489,1741,7
33622,8,33290,33302,40796,9,33430,45239,33521,36430,33285,9001,1742,2
68406,8,33290,34483,41148,33431,33430,34288,33283,40171,33285,7489,1743,7
50039,8,33290,33302,54208,33431,33461,41388,33357,48274,33359,7489,1744,7
60017,35798,33290,35260,65150,33431,33430,69278,33357,33358,33359,9001,1745,2
70847,8,33290,40011,43021,33431,33423,33995,33283,33300,33285,9001,1748,2
55754,8,33290,36151,39613,33431,33291,44139,33283,36150,33285,7489,1751,7
33518,8,33290,34200,58615,9,33430,41620,33316,34024,33317,9773,1753,43
33947,8,33290,37014,77764,33289,33430,57871,33316,34024,33317,9001,1754,2
49789,8,33290,33497,45550,33289,33291,50142,33283,34787,33285,9001,1755,2
58264,33777,33290,33667,54803,9,33291,42927,33283,33323,33285,9001,1757,2
47657,8,33290,34257,64004,9,34851,52808,33426,40641,33317,7489,1759,7
50467,8,33290,37014,65664,33289,33430,42837,33316,34024,33317,9667,1761,4
51043,8,33290,34472,47702,33431,33430,41950,33299,34397,33418,7489,1764,7
33622,8,33290,33302,59657,33431,33430,35876,33357,33358,33359,7489,1765,7
59395,8,33313,33273,52483,33289,34851,39656,2,3,4,9771,1766,14
33336,8,10,33279,50788,33275,11,33282,2,3,4,9771,1767,14
77212,8,33290,33667,48760,9,33430,49609,33316,34024,33317,9667,1768,4
59982,8,33290,33302,40707,33431,33423,52783,33357,41152,33341,9001,1769,2
77765,8,33290,37014,60781,33431,33430,46240,33316,33447,33317,7489,1771,7
56372,35227,33290,33798,77857,33431,33291,49318,33416,33529,33418,9001,1773,2
69927,8,33290,36137,43221,33289,33657,35876,2,33300,33285,9001,1776,2
39165,8,33290,39855,60383,33431,34851,37911,33357,40641,33359,9771,1777,14
37592,8,33290,34673,41387,34576,33450,50317,33316,33385,33317,7489,1783,7
36731,33777,33290,33667,73951,33431,33291,43998,33283,33323,33285,9001,1785,2
64423,8,33290,36151,62172,33431,33291,59234,33283,34787,33285,9001,1786,2
73030,46088,33904,33798,56604,33431,33595,34032,2,33529,4,9001,1787,2
66656,8,33290,33324,76808,9,33930,36283,33283,40641,33285,9001,1788,2
77741,8,34474,34752,45158,33289,33430,47811,33299,34471,33301,7489,1790,7
36535,8,33290,54321,60583,33431,33430,52605,33299,34397,33359,7489,1791,7
33336,8,33313,33438,71899,33275,11,40686,2,3,4,9771,1792,14
33518,8,35218,36928,54384,33289,33430,37666,33521,35215,33523,9803,1794,23
63367,33538,33290,34465,60437,33431,33291,33734,33283,33885,33285,9001,1797,2
43389,8,33290,37014,65957,9,33430,57871,33316,34024,33317,9667,1799,4
77944,8,33844,33621,43753,9,33430,50996,33426,33427,33428,9667,1800,4
33478,8,33290,33302,58650,9,33604,50253,33426,48274,33428,7489,1801,7
33478,8,33290,54321,61908,33431,33430,42846,33357,35884,33301,7489,1802,7
67403,8,33290,33676,43670,9,33291,39343,33283,40641,33285,9667,1804,4
33336,8,33313,33307,59191,33275,11,47305,2,3,4,9771,1805,14
77667,8,33290,40737,52780,33431,33291,36399,33283,33885,33285,7489,1808,7
76218,8,33904,35143,53666,33431,34851,38253,2,3,4,9667,1809,4
33518,35217,35218,35215,58252,33289,33430,37666,33521,35215,33523,9729,1812,33
74373,8,33904,39855,67597,9,34851,37919,33283,34193,33285,9667,1818,4
36978,8,33290,39855,77805,33345,34851,38631,33283,34572,33285,7489,1819,7
41027,43694,33290,36730,36857,33289,33526,39340,33283,34787,33523,9333,1820,51
67484,8,33313,33279,65916,33275,11,49392,2,3,4,9771,1821,14
33518,8,33290,34257,71223,9,33430,33915,33299,33601,33428,2303,1822,19
50028,8,33290,33324,46364,33431,34577,39371,33283,33447,33285,9001,1826,2
61786,36172,33290,33798,41699,33289,35276,46096,33416,33529,33418,7489,1827,7
33518,8,33290,33497,59003,9,33430,37641,33299,33323,33301,9667,1831,4
44045,33777,33290,39341,43753,33431,33430,34300,33283,33584,33285,7489,1834,7
58751,8,33290,33360,65342,33431,33430,37252,33357,33358,33359,9667,1838,4
33336,8,33313,33438,47425,33275,11,35065,2,3,4,9771,1839,14
76803,35227,33290,33798,68589,33431,33291,75243,33416,33529,33418,7489,1840,7
68120,8,34474,34472,35640,33431,37827,38923,33299,34471,33301,9001,1843,2
48913,8,33290,33324,54046,33431,34569,53299,33283,33300,33285,9001,1846,2
61373,8,33290,34412,72396,33345,34577,34214,33283,33885,33285,9771,1849,14
35682,8,33904,35796,58044,33431,33291,44313,33283,33885,33285,9001,1853,2
77947,33288,33290,33302,75544,9,33423,34829,33357,33358,33359,7489,1854,7
41577,8,33290,36661,69972,33431,34435,35164,33283,33300,33285,7489,1855,7
50220,8,33290,37014,57498,33431,33430,40235,33283,33323,33317,9001,1856,2
33622,8,33290,54321,65130,33431,33604,34705,33283,34471,33317,7489,1857,7
52258,8,33290,35835,45593,33289,33678,38253,33316,33385,33317,9667,1861,4
33677,8,33290,33676,72984,33289,33678,38376,33426,33675,33428,9667,1863,4
33336,8,33313,33307,52803,33275,11,33640,2,3,4,9771,1864,14
51616,8,33904,38624,46328,33431,34851,40159,33426,33853,33428,9667,1866,4
34246,8,33313,33438,46193,33275,11,33640,2,3,4,9771,1868,14
59573,8,33290,34131,52947,9,33430,40235,33316,34024,33317,9667,1869,4
34226,8,33313,33438,64921,33309,34851,42383,2,3,4,7489,1871,7
74679,8,34474,34752,40078,33431,33423,37556,33299,34471,33301,9001,1875,2
33518,8,33388,33517,65020,33326,33430,34482,33283,33323,33285,9723,1876,27
53482,8,33388,35822,67280,33345,33370,45821,33339,36226,33502,3124,1878,361
68849,8,33290,54321,57098,33431,33291,42661,33283,33284,33285,9001,1879,2
33947,8,33290,34673,69031,9,33430,33786,33316,34024,33317,9667,1881,4
72092,8,33290,36151,77764,33431,33362,35164,33416,42620,33418,7489,1882,7
47669,8,33313,33273,38922,33275,11,33606,2,3,4,9771,1887,14
55799,33777,33290,33775,70152,33431,33291,41325,33283,33323,33285,7489,1889,7
34394,8,33290,33775,41903,33431,33291,39343,33283,33300,33285,9001,1891,2
33518,8,33290,34102,75791,9,33430,49609,33299,33601,33301,9667,1892,4
65514,8,33290,54321,67631,33431,33430,44494,33299,34397,33301,7489,1894,7
58972,51086,33290,33302,50110,9,33604,37745,33357,35227,33359,7489,1896,7
33947,8,33290,37014,69078,9,33430,34248,33316,34024,33317,9667,1900,4
68585,35798,33290,33360,56123,33431,33423,37252,33357,33358,33359,9001,1901,2
33518,8,33290,33812,63429,9,33430,46376,33299,33601,33301,9001,1904,2
73561,8,34474,33866,51119,33326,34242,47964,33299,34471,33301,9001,1905,2
77944,8,33330,41291,58484,33326,33526,51996,33521,33300,33523,7089,1906,367
33518,33777,33388,35132,51980,33289,33430,34271,33299,33447,33301,9333,1907,51
67027,33777,33290,33775,63728,33431,33291,40235,33316,33323,33285,9667,1908,4
36240,8,33290,50461,67038,9,39244,41880,33426,33340,33428,7489,1910,7
50467,8,33290,34472,65513,9,37073,45509,33299,34471,33301,9001,1911,2
57507,8,33290,36730,74143,9,33291,35044,33283,33885,33285,9001,1913,2
57758,8,33290,33438,43095,33431,34851,34369,33283,35227,33285,7489,1915,7
